path,model_short,model_name,task,seed,adapter_type,method,group_local_kind,group_local_delta,r,m,n,bd_row_factor,target_set,scaling_mode,grouping_mode,perm_seed,learning_rate,max_length,warmup_ratio,trainable_params,adapter_trainable_params,injection_adapter_params_total,eval_validation_score,eval_validation_matched_score,eval_validation_mismatched_score,task_score,train_time_s
wandb_stage2/wandb/offline-run-20260317_011531-jrrqldiw/run-jrrqldiw.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,mnli,0,bd_lora,bd_lora_r16_n4_rowblock_a,,,16,4,4,block_a,attn_mlp,rs,contiguous,,0.0001,128,0.05,5576704,5570560,5570560,,0.8836474783494651,0.8895443449959316,0.8865959116726984,7549.379982471466
wandb_stage2/wandb/offline-run-20260317_011612-atiahnv1/run-atiahnv1.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,stsb,1,group_local,group_local_equal_r16_m16,equal,,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11274240,11272192,11272192,0.902263107155878,,,0.902263107155878,240.01762413978577
wandb_stage2/wandb/offline-run-20260317_012451-c6f63j7i/run-c6f63j7i.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,sst2,2,group_local,group_local_equal_r16_m16,equal,,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11276288,11272192,11272192,0.9541284403669725,,,0.9541284403669725,1213.8877935409546
wandb_stage2/wandb/offline-run-20260317_012533-bwf9nhmi/run-bwf9nhmi.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,stsb,1,group_local,group_local_param_r16_m16_d0,param,0,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11274240,11272192,11272192,0.902263107155878,,,0.902263107155878,122.78160738945007
wandb_stage2/wandb/offline-run-20260317_012742-oxhpgb0b/run-oxhpgb0b.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,mrpc,1,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,4022473216,0,,0.9013897443794272,,,0.9013897443794272,239.34474539756775
wandb_stage2/wandb/offline-run-20260317_012801-svvwslt4/run-svvwslt4.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,mrpc,2,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,4022473216,0,,0.9092508242234947,,,0.9092508242234947,224.4021191596985
wandb_stage2/wandb/offline-run-20260317_013000-5zfko3bh/run-5zfko3bh.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,mrpc,0,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,4022473216,0,,0.9015323955669223,,,0.9015323955669223,254.25751328468323
wandb_stage2/wandb/offline-run-20260317_013301-1zfsl9y2/run-1zfsl9y2.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,mnli,1,vanilla_lora,vanilla_lora_r16,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11278336,11272192,11272192,,0.887111563932756,0.8936126932465419,0.890362128589649,5810.561106920242
wandb_stage2/wandb/offline-run-20260317_013452-7vbkr9xg/run-7vbkr9xg.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,qqp,1,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,4022473216,0,,0.9040926470709677,,,0.9040926470709677,21938.540704250336
wandb_stage2/wandb/offline-run-20260317_013722-lk68v0if/run-lk68v0if.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,qqp,2,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,4022473216,0,,0.9032735324522716,,,0.9032735324522716,21854.859250068665
wandb_stage2/wandb/offline-run-20260317_013954-whw8t84o/run-whw8t84o.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,qqp,0,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,4022473216,0,,0.9029557858966045,,,0.9029557858966045,21811.601996421814
wandb_stage2/wandb/offline-run-20260317_014126-tug44vwj/run-tug44vwj.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,qnli,2,head_only,head_only,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,5120,0,,0.8427603880651656,,,0.8427603880651656,567.0484657287598
wandb_stage2/wandb/offline-run-20260317_014230-09fxdd5z/run-09fxdd5z.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,qnli,1,head_only,head_only,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,5120,0,,0.838733296723412,,,0.838733296723412,545.951340675354
wandb_stage2/wandb/offline-run-20260317_014653-a5ldqd1y/run-a5ldqd1y.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,sst2,2,bd_lora,bd_lora_r16_n4_rowblock_a,,,16,4,4,block_a,attn_mlp,rs,contiguous,,0.0001,128,0.05,16004096,15998976,15919111,0.9621559633027523,,,0.9621559633027523,3134.7616724967957
wandb_stage2/wandb/offline-run-20260317_015043-d810iaxt/run-d810iaxt.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,sst2,2,group_local,group_local_param_r16_m16_d0,param,0,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11276288,11272192,11272192,0.9541284403669725,,,0.9541284403669725,1223.9555222988129
wandb_stage2/wandb/offline-run-20260317_015627-g4dbntqg/run-g4dbntqg.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,rte,1,head_only,head_only,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,5120,0,,0.6064981949458483,,,0.6064981949458483,47.12162780761719
wandb_stage2/wandb/offline-run-20260317_015631-szkgs0bh/run-szkgs0bh.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,rte,2,head_only,head_only,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,5120,0,,0.6101083032490975,,,0.6101083032490975,31.336955070495605
wandb_stage2/wandb/offline-run-20260317_020144-bnebgqzr/run-bnebgqzr.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,wnli,2,head_only,head_only,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,5120,0,,0.43661971830985913,,,0.43661971830985913,87.98316359519958
wandb_stage2/wandb/offline-run-20260317_020309-w6tz11hs/run-w6tz11hs.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,wnli,1,head_only,head_only,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,5120,0,,0.49295774647887325,,,0.49295774647887325,4.6049346923828125
wandb_stage2/wandb/offline-run-20260317_021328-djtuh1f8/run-djtuh1f8.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,mrpc,2,vanilla_lora,vanilla_lora_r16,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11276288,11272192,11272192,0.8751114081996434,,,0.8751114081996434,262.40052938461304
wandb_stage2/wandb/offline-run-20260317_022316-9xkcim86/run-9xkcim86.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,mrpc,2,bd_lora,bd_lora_r16_n4_rowblock_a,,,16,4,4,block_a,attn_mlp,rs,contiguous,,0.0001,128,0.05,5574656,5570560,5570560,0.8825920612147298,,,0.8825920612147298,93.77725672721863
wandb_stage2/wandb/offline-run-20260317_022840-jd5okbsh/run-jd5okbsh.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,mrpc,2,group_local,group_local_equal_r16_m16,equal,,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11276288,11272192,11272192,0.8795253891965312,,,0.8795253891965312,168.87560057640076
wandb_stage2/wandb/offline-run-20260317_023714-f8t3guya/run-f8t3guya.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,mrpc,2,group_local,group_local_param_r16_m16_d0,param,0,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11276288,11272192,11272192,0.8795253891965312,,,0.8795253891965312,82.76634526252747
wandb_stage2/wandb/offline-run-20260317_024208-4fcvyjyd/run-4fcvyjyd.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,stsb,2,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,1235816448,0,,0.9048237495936364,,,0.9048237495936364,221.4861762523651
wandb_stage2/wandb/offline-run-20260317_024302-fhtxpwsf/run-fhtxpwsf.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,qqp,2,vanilla_lora,vanilla_lora_r16,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11276288,11272192,11272192,0.8909236835203718,,,0.8909236835203718,5430.62649512291
wandb_stage2/wandb/offline-run-20260317_024527-mdksd5tp/run-mdksd5tp.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,sst2,2,group_local,group_local_equal_r16_m16,equal,,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,33035264,33030144,32776211,0.9621559633027523,,,0.9621559633027523,3016.122566461563
wandb_stage2/wandb/offline-run-20260317_025200-alz3vn9r/run-alz3vn9r.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,mnli,2,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,1235820544,0,,,0.8915944982170148,0.8926973148901546,0.8921459065535846,7688.20666384697
wandb_stage2/wandb/offline-run-20260317_031516-4tuuw0e2/run-4tuuw0e2.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,mnli,1,bd_lora,bd_lora_r16_n4_rowblock_a,,,16,4,4,block_a,attn_mlp,rs,contiguous,,0.0001,128,0.05,5576704,5570560,5570560,,0.8829342842587876,0.8913751017087063,0.8871546929837469,7432.117545843124
wandb_stage2/wandb/offline-run-20260317_032625-ulap336o/run-ulap336o.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,mnli,0,group_local,group_local_equal_r16_m16,equal,,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11278336,11272192,11272192,,0.8889454915944982,0.8922904800650936,0.8906179858297959,7301.625811576843
wandb_stage2/wandb/offline-run-20260317_034021-h4elxerf/run-h4elxerf.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,sst2,2,group_local,group_local_param_r16_m16_d0,param,0,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,33035264,33030144,32776211,0.9621559633027523,,,0.9621559633027523,3037.0927340984344
wandb_stage2/wandb/offline-run-20260317_041851-nfe0vb53/run-nfe0vb53.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,qqp,2,bd_lora,bd_lora_r16_n4_rowblock_a,,,16,4,4,block_a,attn_mlp,rs,contiguous,,0.0001,128,0.05,5574656,5570560,5570560,0.8816659460375383,,,0.8816659460375383,6863.061318397522
wandb_stage2/wandb/offline-run-20260317_043424-g3jt0de7/run-g3jt0de7.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,mrpc,2,vanilla_lora,vanilla_lora_r16,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,33035264,33030144,32833555,0.9181744687403757,,,0.9181744687403757,278.0055727958679
wandb_stage2/wandb/offline-run-20260317_044444-tfy68rpc/run-tfy68rpc.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,mrpc,2,bd_lora,bd_lora_r16_n4_rowblock_a,,,16,4,4,block_a,attn_mlp,rs,contiguous,,0.0001,128,0.05,16004096,15998976,15919111,0.9076168929110107,,,0.9076168929110107,170.03445768356323
wandb_stage2/wandb/offline-run-20260317_045107-7q1yn10w/run-7q1yn10w.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,mrpc,2,group_local,group_local_equal_r16_m16,equal,,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,33035264,33030144,32776211,0.9162581699346406,,,0.9162581699346406,311.0985777378082
wandb_stage2/wandb/offline-run-20260317_050201-0whe6epb/run-0whe6epb.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,mrpc,2,group_local,group_local_param_r16_m16_d0,param,0,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,33035264,33030144,32776211,0.9162581699346406,,,0.9162581699346406,164.73761439323425
wandb_stage2/wandb/offline-run-20260317_050507-06lem4xq/run-06lem4xq.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,qnli,2,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,1235818496,0,,0.9375800842028189,,,0.9375800842028189,2110.173182487488
wandb_stage2/wandb/offline-run-20260317_051014-e4xmkbw0/run-e4xmkbw0.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,qqp,2,vanilla_lora,vanilla_lora_r16,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,33035264,33030144,32833555,0.8945614683859318,,,0.8945614683859318,13315.120676279068
wandb_stage2/wandb/offline-run-20260317_052504-zipkvs9e/run-zipkvs9e.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,mnli,1,group_local,group_local_equal_r16_m16,equal,,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11278336,11272192,11272192,,0.8879266428935303,0.8939178193653377,0.890922231129434,7076.522358417511
wandb_stage2/wandb/offline-run-20260317_053342-9xg33wxz/run-9xg33wxz.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,mnli,0,group_local,group_local_param_r16_m16_d0,param,0,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11278336,11272192,11272192,,0.8889454915944982,0.8922904800650936,0.8906179858297959,7266.948804140091
wandb_stage2/wandb/offline-run-20260317_054600-go0tiqwf/run-go0tiqwf.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,rte,2,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,1235818496,0,,0.8267148014440433,,,0.8267148014440433,51.23959231376648
wandb_stage2/wandb/offline-run-20260317_055159-z0nu15xk/run-z0nu15xk.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,wnli,2,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,1235818496,0,,0.323943661971831,,,0.323943661971831,74.85581588745117
wandb_stage2/wandb/offline-run-20260317_061759-tkyy1ecp/run-tkyy1ecp.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,qqp,2,group_local,group_local_equal_r16_m16,equal,,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11276288,11272192,11272192,0.8906762790579142,,,0.8906762790579142,6756.555057287216
wandb_stage2/wandb/offline-run-20260317_072759-ltl8kk16/run-ltl8kk16.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,mnli,1,group_local,group_local_param_r16_m16_d0,param,0,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11278336,11272192,11272192,,0.8879266428935303,0.8939178193653377,0.890922231129434,7116.724237680435
wandb_stage2/wandb/offline-run-20260317_074011-kvll1bf0/run-kvll1bf0.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,qnli,0,vanilla_lora,vanilla_lora_r16,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11276288,11272192,11272192,0.938129233022149,,,0.938129233022149,1627.0166244506836
wandb_stage2/wandb/offline-run-20260317_074707-6li6afnx/run-6li6afnx.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,stsb,1,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,4022470656,0,,0.9178355978434217,,,0.9178355978434217,400.2417004108429
wandb_stage2/wandb/offline-run-20260317_074739-7coh1yr7/run-7coh1yr7.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,stsb,2,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,4022470656,0,,0.8968443470842818,,,0.8968443470842818,406.69144678115845
wandb_stage2/wandb/offline-run-20260317_075024-m7k8qe0h/run-m7k8qe0h.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,stsb,0,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,4022470656,0,,0.9018676788790196,,,0.9018676788790196,348.8343257904053
wandb_stage2/wandb/offline-run-20260317_075620-5tioeh8k/run-5tioeh8k.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,mnli,1,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,4022475776,0,,,0.9097300050942435,0.9113100081366965,0.91052000661547,24141.92542028427
wandb_stage2/wandb/offline-run-20260317_075911-z8lufl03/run-z8lufl03.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,mnli,2,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,4022475776,0,,,0.9085073866530821,0.9102929210740439,0.909400153863563,24005.517562627792
wandb_stage2/wandb/offline-run-20260317_080007-ed7xmkmi/run-ed7xmkmi.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,mnli,0,full_ft,full_ft,,,16,,,,attn_mlp,rs,contiguous,,2e-05,128,0.05,4022475776,0,,,0.9102394294447275,0.9123270951993491,0.9112832623220383,24070.54037284851
wandb_stage2/wandb/offline-run-20260317_081139-ey33pd8l/run-ey33pd8l.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,qnli,0,bd_lora,bd_lora_r16_n4_rowblock_a,,,16,4,4,block_a,attn_mlp,rs,contiguous,,0.0001,128,0.05,5574656,5570560,5570560,0.9348343401061687,,,0.9348343401061687,2127.7611813545227
wandb_stage2/wandb/offline-run-20260317_081524-8lrmu5rr/run-8lrmu5rr.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,qqp,2,group_local,group_local_param_r16_m16_d0,param,0,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11276288,11272192,11272192,0.8906762790579142,,,0.8906762790579142,6662.892372846603
wandb_stage2/wandb/offline-run-20260317_085420-6ory75qa/run-6ory75qa.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,qnli,0,group_local,group_local_equal_r16_m16,equal,,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11276288,11272192,11272192,0.9373970345963756,,,0.9373970345963756,1959.625676393509
wandb_stage2/wandb/offline-run-20260317_085712-556ybhwf/run-556ybhwf.wandb,Qwen3-4B-Instruct-2507,/leonardo_work/EUHPC_D31_132/models/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554,qqp,2,bd_lora,bd_lora_r16_n4_rowblock_a,,,16,4,4,block_a,attn_mlp,rs,contiguous,,0.0001,128,0.05,16004096,15998976,15919111,0.8886249500018951,,,0.8886249500018951,16834.381891965866
wandb_stage2/wandb/offline-run-20260317_093140-0vr6wblc/run-0vr6wblc.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,qnli,0,group_local,group_local_param_r16_m16_d0,param,0,16,16,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11276288,11272192,11272192,0.9373970345963756,,,0.9373970345963756,1966.2474234104156
wandb_stage2/wandb/offline-run-20260317_093219-e716m14y/run-e716m14y.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,qnli,1,vanilla_lora,vanilla_lora_r16,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11276288,11272192,11272192,0.9375800842028189,,,0.9375800842028189,1537.1168205738068
wandb_stage2/wandb/offline-run-20260317_100308-81ydq1ff/run-81ydq1ff.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,qnli,1,bd_lora,bd_lora_r16_n4_rowblock_a,,,16,4,4,block_a,attn_mlp,rs,contiguous,,0.0001,128,0.05,5574656,5570560,5570560,0.9313563975837452,,,0.9313563975837452,2019.878113269806
wandb_stage2/wandb/offline-run-20260317_100939-aylfi2lv/run-aylfi2lv.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,rte,0,vanilla_lora,vanilla_lora_r16,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11276288,11272192,11272192,0.851985559566787,,,0.851985559566787,71.87955045700073
wandb_stage2/wandb/offline-run-20260317_101206-kt3g3qqy/run-kt3g3qqy.wandb,Llama-3.2-1B-Instruct,/leonardo_work/EUHPC_D31_132/models/models--meta-llama--Llama-3.2-1B-Instruct/snapshots/9213176726f574b556790deb65791e0c5aa438b6,stsb,2,vanilla_lora,vanilla_lora_r16,,,16,,,,attn_mlp,rs,contiguous,,0.0001,128,0.05,11274240,11272192,11272192,0.9027485778862624,,,0.9027485778862624,139.38043999671936
